fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,py
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
MT03,51.621244,-115.608378,,,,,,,,,,8,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
PL02,51.621244,-115.608378,,,,,,,,,,20,
